site,block,id.plot,species,seedlings_survival,transmitted_light,ground_vegetation_treatment,dds,year
Pr,5,Pr5NV,Quercus.petraea,1,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Abies.alba,0,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Larix.decidua,0,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Abies.alba,0,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Quercus.petraea,1,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Abies.alba,1,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Quercus.petraea,0,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Quercus.petraea,1,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Abies.alba,0,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Fagus.sylvatica,1,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Abies.alba,0,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Fagus.sylvatica,1,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Abies.alba,1,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Pinus.uncinata,0,12.6575,NV,1345.397142,2009
Pr,5,Pr5NV,Quercus.petraea,0,12.6575,NV,1345.397142,2009
Pr,5,Pr5V,Abies.alba,0,13.2025,V,1345.397142,2009
Pr,5,Pr5V,Abies.alba,0,13.2025,V,1345.397142,2009
Pr,5,Pr5V,Abies.alba,0,13.2025,V,1345.397142,2009
Pr,5,Pr5V,Abies.alba,0,13.2025,V,1345.397142,2009
Pr,5,Pr5V,Abies.alba,0,13.2025,V,1345.397142,2009
Pr,5,Pr5V,Quercus.petraea,1,13.2025,V,1345.397142,2009
Pr,5,Pr5V,Abies.alba,0,13.2025,V,1345.397142,2009
Pr,5,Pr5V,Abies.alba,0,13.2025,V,1345.397142,2009
Pr,6,Pr6NV,Larix.decidua,0,8.795,NV,1345.397142,2009
Pr,6,Pr6NV,Quercus.petraea,1,8.795,NV,1345.397142,2009
Pr,6,Pr6NV,Quercus.petraea,1,8.795,NV,1345.397142,2009
Pr,6,Pr6V,Quercus.petraea,1,9.06,V,1345.397142,2009
Pr,6,Pr6V,Quercus.petraea,0,9.06,V,1345.397142,2009
Pr,6,Pr6V,Quercus.petraea,1,9.06,V,1345.397142,2009
Pr,6,Pr6V,Abies.alba,0,9.06,V,1345.397142,2009
Pr,6,Pr6V,Abies.alba,0,9.06,V,1345.397142,2009
Pr,6,Pr6V,Larix.decidua,0,9.06,V,1345.397142,2009
Pr,6,Pr6V,Abies.alba,1,9.06,V,1345.397142,2009
Pr,6,Pr6V,Larix.decidua,0,9.06,V,1345.397142,2009
Pr,6,Pr6V,Larix.decidua,0,9.06,V,1345.397142,2009
Pr,6,Pr6V,Quercus.petraea,1,9.06,V,1345.397142,2009
Pr,6,Pr6V,Abies.alba,0,9.06,V,1345.397142,2009
Pr,6,Pr6V,Quercus.petraea,1,9.06,V,1345.397142,2009
Pr,6,Pr6V,Abies.alba,1,9.06,V,1345.397142,2009
Pr,6,Pr6V,Abies.alba,0,9.06,V,1345.397142,2009
Pr,6,Pr6V,Quercus.petraea,1,9.06,V,1345.397142,2009
Pr,6,Pr6V,Quercus.petraea,1,9.06,V,1345.397142,2009
BB,1,BB1NV,Larix.decidua,0,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,0,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,0,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,1,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,1,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,0,14.66,NV,1007.022694,2009
BB,1,BB1NV,Quercus.petraea,1,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,1,14.66,NV,1007.022694,2009
BB,1,BB1NV,Pinus.uncinata,0,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,1,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,1,14.66,NV,1007.022694,2009
BB,1,BB1NV,Pinus.uncinata,0,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,0,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,1,14.66,NV,1007.022694,2009
BB,1,BB1NV,Abies.alba,1,14.66,NV,1007.022694,2009
BB,1,BB1V,Quercus.petraea,0,13.0275,V,1007.022694,2009
BB,1,BB1V,Quercus.petraea,1,13.0275,V,1007.022694,2009
BB,1,BB1V,Abies.alba,0,13.0275,V,1007.022694,2009
BB,1,BB1V,Quercus.petraea,1,13.0275,V,1007.022694,2009
BB,1,BB1V,Quercus.petraea,1,13.0275,V,1007.022694,2009
BB,1,BB1V,Abies.alba,0,13.0275,V,1007.022694,2009
BB,1,BB1V,Quercus.petraea,1,13.0275,V,1007.022694,2009
BB,1,BB1V,Quercus.petraea,1,13.0275,V,1007.022694,2009
BB,1,BB1V,Abies.alba,0,13.0275,V,1007.022694,2009
BB,1,BB1V,Abies.alba,0,13.0275,V,1007.022694,2009
BB,1,BB1V,Abies.alba,0,13.0275,V,1007.022694,2009
BB,1,BB1V,Abies.alba,0,13.0275,V,1007.022694,2009
BB,1,BB1V,Quercus.petraea,1,13.0275,V,1007.022694,2009
BB,2,BB2NV,Abies.alba,1,54.595,NV,1007.022694,2009
BB,2,BB2NV,Quercus.petraea,1,54.595,NV,1007.022694,2009
BB,2,BB2NV,Abies.alba,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Quercus.petraea,1,54.595,NV,1007.022694,2009
BB,2,BB2NV,Abies.alba,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Abies.alba,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Quercus.petraea,1,54.595,NV,1007.022694,2009
BB,2,BB2NV,Larix.decidua,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Abies.alba,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Larix.decidua,1,54.595,NV,1007.022694,2009
BB,2,BB2NV,Abies.alba,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Abies.alba,1,54.595,NV,1007.022694,2009
BB,2,BB2NV,Abies.alba,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Quercus.petraea,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Pinus.uncinata,0,54.595,NV,1007.022694,2009
BB,2,BB2NV,Abies.alba,1,54.595,NV,1007.022694,2009
BB,2,BB2V,Quercus.petraea,1,47.035,V,1007.022694,2009
BB,2,BB2V,Quercus.petraea,1,47.035,V,1007.022694,2009
BB,2,BB2V,Quercus.petraea,1,47.035,V,1007.022694,2009
BB,2,BB2V,Quercus.petraea,1,47.035,V,1007.022694,2009
BB,2,BB2V,Larix.decidua,0,47.035,V,1007.022694,2009
BB,2,BB2V,Larix.decidua,1,47.035,V,1007.022694,2009
BB,2,BB2V,Larix.decidua,1,47.035,V,1007.022694,2009
BB,2,BB2V,Pinus.uncinata,0,47.035,V,1007.022694,2009
BB,2,BB2V,Pinus.uncinata,0,47.035,V,1007.022694,2009
BB,2,BB2V,Pinus.uncinata,0,47.035,V,1007.022694,2009
BB,2,BB2V,Abies.alba,1,47.035,V,1007.022694,2009
BB,2,BB2V,Abies.alba,0,47.035,V,1007.022694,2009
BB,2,BB2V,Pinus.uncinata,0,47.035,V,1007.022694,2009
BB,2,BB2V,Fagus.sylvatica,0,47.035,V,1007.022694,2009
BB,2,BB2V,Quercus.petraea,1,47.035,V,1007.022694,2009
BB,2,BB2V,Pinus.uncinata,1,47.035,V,1007.022694,2009
BB,2,BB2V,Quercus.petraea,1,47.035,V,1007.022694,2009
BB,2,BB2V,Abies.alba,1,47.035,V,1007.022694,2009
BB,2,BB2V,Pinus.uncinata,1,47.035,V,1007.022694,2009
BB,3,BB3NV,Abies.alba,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Quercus.petraea,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Abies.alba,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Abies.alba,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Abies.alba,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Abies.alba,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Quercus.petraea,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Abies.alba,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Pinus.uncinata,0,18.19,NV,1007.022694,2009
BB,3,BB3NV,Fagus.sylvatica,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Abies.alba,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Quercus.petraea,0,18.19,NV,1007.022694,2009
BB,3,BB3NV,Abies.alba,0,18.19,NV,1007.022694,2009
BB,3,BB3NV,Quercus.petraea,1,18.19,NV,1007.022694,2009
BB,3,BB3NV,Pinus.uncinata,0,18.19,NV,1007.022694,2009
BB,3,BB3V,Quercus.petraea,1,24.2675,V,1007.022694,2009
BB,3,BB3V,Abies.alba,1,24.2675,V,1007.022694,2009
BB,3,BB3V,Abies.alba,1,24.2675,V,1007.022694,2009
BB,3,BB3V,Abies.alba,0,24.2675,V,1007.022694,2009
BB,3,BB3V,Quercus.petraea,1,24.2675,V,1007.022694,2009
BB,4,BB4NV,Larix.decidua,0,14.6125,NV,1007.022694,2009
BB,4,BB4NV,Larix.decidua,1,14.6125,NV,1007.022694,2009
BB,4,BB4NV,Quercus.petraea,1,14.6125,NV,1007.022694,2009
BB,4,BB4NV,Abies.alba,0,14.6125,NV,1007.022694,2009
BB,4,BB4NV,Abies.alba,1,14.6125,NV,1007.022694,2009
BB,4,BB4NV,Abies.alba,1,14.6125,NV,1007.022694,2009
BB,4,BB4NV,Abies.alba,1,14.6125,NV,1007.022694,2009
BB,4,BB4NV,Abies.alba,0,14.6125,NV,1007.022694,2009
BB,4,BB4NV,Quercus.petraea,1,14.6125,NV,1007.022694,2009
BB,4,BB4V,Abies.alba,0,16.3275,V,1007.022694,2009
BB,4,BB4V,Abies.alba,0,16.3275,V,1007.022694,2009
BB,4,BB4V,Abies.alba,0,16.3275,V,1007.022694,2009
BB,5,BB5NV,Pinus.uncinata,0,15.5325,NV,1007.022694,2009
BB,5,BB5NV,Quercus.petraea,1,15.5325,NV,1007.022694,2009
BB,5,BB5NV,Pinus.uncinata,0,15.5325,NV,1007.022694,2009
BB,5,BB5NV,Abies.alba,1,15.5325,NV,1007.022694,2009
BB,5,BB5NV,Abies.alba,0,15.5325,NV,1007.022694,2009
BB,5,BB5NV,Pinus.uncinata,0,15.5325,NV,1007.022694,2009
BB,5,BB5NV,Quercus.petraea,1,15.5325,NV,1007.022694,2009
BB,5,BB5NV,Abies.alba,0,15.5325,NV,1007.022694,2009
BB,5,BB5NV,Quercus.petraea,1,15.5325,NV,1007.022694,2009
BB,5,BB5V,Abies.alba,1,15.175,V,1007.022694,2009
BB,5,BB5V,Abies.alba,1,15.175,V,1007.022694,2009
BB,5,BB5V,Larix.decidua,0,15.175,V,1007.022694,2009
BB,5,BB5V,Abies.alba,0,15.175,V,1007.022694,2009
BB,5,BB5V,Pinus.uncinata,0,15.175,V,1007.022694,2009
BB,5,BB5V,Abies.alba,1,15.175,V,1007.022694,2009
BB,6,BB6NV,Quercus.petraea,0,64.745,NV,1007.022694,2009
BB,6,BB6NV,Pinus.uncinata,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Quercus.petraea,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Pinus.uncinata,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,0,64.745,NV,1007.022694,2009
BB,6,BB6NV,Pinus.uncinata,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,0,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Quercus.petraea,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Pinus.uncinata,0,64.745,NV,1007.022694,2009
BB,6,BB6NV,Quercus.petraea,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Larix.decidua,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Fagus.sylvatica,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,0,64.745,NV,1007.022694,2009
BB,6,BB6NV,Pinus.uncinata,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Fagus.sylvatica,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,0,64.745,NV,1007.022694,2009
BB,6,BB6NV,Abies.alba,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Quercus.petraea,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Pinus.uncinata,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Quercus.petraea,1,64.745,NV,1007.022694,2009
BB,6,BB6NV,Fagus.sylvatica,1,64.745,NV,1007.022694,2009
BB,6,BB6V,Abies.alba,0,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,0,63.24,V,1007.022694,2009
BB,6,BB6V,Quercus.petraea,0,63.24,V,1007.022694,2009
BB,6,BB6V,Abies.alba,0,63.24,V,1007.022694,2009
BB,6,BB6V,Larix.decidua,0,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,0,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,1,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,1,63.24,V,1007.022694,2009
BB,6,BB6V,Larix.decidua,0,63.24,V,1007.022694,2009
BB,6,BB6V,Abies.alba,1,63.24,V,1007.022694,2009
BB,6,BB6V,Quercus.petraea,1,63.24,V,1007.022694,2009
BB,6,BB6V,Abies.alba,0,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,0,63.24,V,1007.022694,2009
BB,6,BB6V,Quercus.petraea,1,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,1,63.24,V,1007.022694,2009
BB,6,BB6V,Abies.alba,1,63.24,V,1007.022694,2009
BB,6,BB6V,Abies.alba,1,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,0,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,0,63.24,V,1007.022694,2009
BB,6,BB6V,Abies.alba,1,63.24,V,1007.022694,2009
BB,6,BB6V,Abies.alba,1,63.24,V,1007.022694,2009
BB,6,BB6V,Pinus.uncinata,1,63.24,V,1007.022694,2009
BB,6,BB6V,Abies.alba,1,63.24,V,1007.022694,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Fagus.sylvatica,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Larix.decidua,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Larix.decidua,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Larix.decidua,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Fagus.sylvatica,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Abies.alba,0,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Quercus.petraea,1,97.2925,NV,941.4343003,2009
LA,1,LA1NV,Pinus.uncinata,0,97.2925,NV,941.4343003,2009
LA,1,LA1V,Quercus.petraea,1,97.3675,V,941.4343003,2009
LA,1,LA1V,Larix.decidua,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Abies.alba,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Larix.decidua,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Abies.alba,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Quercus.petraea,1,97.3675,V,941.4343003,2009
LA,1,LA1V,Abies.alba,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Quercus.petraea,1,97.3675,V,941.4343003,2009
LA,1,LA1V,Fagus.sylvatica,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Abies.alba,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Quercus.petraea,1,97.3675,V,941.4343003,2009
LA,1,LA1V,Abies.alba,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Pinus.uncinata,1,97.3675,V,941.4343003,2009
LA,1,LA1V,Pinus.uncinata,0,97.3675,V,941.4343003,2009
LA,1,LA1V,Abies.alba,1,97.3675,V,941.4343003,2009
LA,1,LA1V,Quercus.petraea,1,97.3675,V,941.4343003,2009
LA,2,LA2NV,Larix.decidua,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Pinus.uncinata,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Larix.decidua,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Quercus.petraea,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Larix.decidua,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Pinus.uncinata,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Larix.decidua,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Pinus.uncinata,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Pinus.uncinata,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Larix.decidua,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Pinus.uncinata,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Pinus.uncinata,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Pinus.uncinata,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,0,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Pinus.uncinata,1,11.255,NV,941.4343003,2009
LA,2,LA2NV,Abies.alba,1,11.255,NV,941.4343003,2009
LA,2,LA2V,Larix.decidua,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Abies.alba,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Abies.alba,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Larix.decidua,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Larix.decidua,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Larix.decidua,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Pinus.uncinata,1,11.6925,V,941.4343003,2009
LA,2,LA2V,Abies.alba,1,11.6925,V,941.4343003,2009
LA,2,LA2V,Abies.alba,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Abies.alba,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Abies.alba,1,11.6925,V,941.4343003,2009
LA,2,LA2V,Pinus.uncinata,0,11.6925,V,941.4343003,2009
LA,2,LA2V,Quercus.petraea,1,11.6925,V,941.4343003,2009
LA,3,LA3NV,Fagus.sylvatica,0,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Abies.alba,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Larix.decidua,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Larix.decidua,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Pinus.uncinata,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Fagus.sylvatica,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Larix.decidua,0,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Pinus.uncinata,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Larix.decidua,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Larix.decidua,0,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Quercus.petraea,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Larix.decidua,0,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Pinus.uncinata,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Quercus.petraea,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Pinus.uncinata,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Quercus.petraea,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Quercus.petraea,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Abies.alba,0,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Pinus.uncinata,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Quercus.petraea,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Quercus.petraea,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Abies.alba,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Quercus.petraea,1,96.5875,NV,941.4343003,2009
LA,3,LA3NV,Quercus.petraea,1,96.5875,NV,941.4343003,2009
LA,3,LA3V,Quercus.petraea,1,96.445,V,941.4343003,2009
LA,3,LA3V,Pinus.uncinata,0,96.445,V,941.4343003,2009
LA,3,LA3V,Quercus.petraea,1,96.445,V,941.4343003,2009
LA,3,LA3V,Quercus.petraea,1,96.445,V,941.4343003,2009
LA,3,LA3V,Quercus.petraea,1,96.445,V,941.4343003,2009
LA,3,LA3V,Quercus.petraea,1,96.445,V,941.4343003,2009
LA,3,LA3V,Quercus.petraea,1,96.445,V,941.4343003,2009
LA,3,LA3V,Quercus.petraea,1,96.445,V,941.4343003,2009
LA,3,LA3V,Quercus.petraea,1,96.445,V,941.4343003,2009
LA,4,LA4NV,Fagus.sylvatica,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Quercus.petraea,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Larix.decidua,0,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,0,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Larix.decidua,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Larix.decidua,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Quercus.petraea,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Fagus.sylvatica,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Quercus.petraea,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Quercus.petraea,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,0,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,0,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,0,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Pinus.uncinata,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Abies.alba,1,43.2675,NV,941.4343003,2009
LA,4,LA4NV,Quercus.petraea,1,43.2675,NV,941.4343003,2009
LA,4,LA4V,Abies.alba,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Quercus.petraea,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Larix.decidua,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Abies.alba,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Abies.alba,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Pinus.uncinata,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Larix.decidua,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Abies.alba,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Larix.decidua,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Larix.decidua,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Abies.alba,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Larix.decidua,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Quercus.petraea,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Abies.alba,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Abies.alba,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Pinus.uncinata,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Pinus.uncinata,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Abies.alba,1,50.9675,V,941.4343003,2009
LA,4,LA4V,Pinus.uncinata,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Pinus.uncinata,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Pinus.uncinata,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Abies.alba,0,50.9675,V,941.4343003,2009
LA,4,LA4V,Pinus.uncinata,1,50.9675,V,941.4343003,2009
